
# Description of the Experiment:
#  - We generate the costs to up to 5000 tasks for 10 and 100 resources.
#  - All resources costs follow random functions with RNG seeds starting at 100.
#  - Accuracy costs were later normalized.
#  - We schedule from 1000 to 5000 tasks in increments of 100.
#  - We run adapted versions of OLAR; MC²MKP; ELASTIC; and FedAECS; and
#    MEC and ECMTC schedulers.
#  - We use no lower or upper task assignment limits for resources.
#  - Every result is verified and logged to a CSV file.
Scheduler_Name,Num_Tasks,Num_Resources,Num_Selected_Resources,Makespan,Energy_Consumption,Training_Accuracy
ECMTC,1400,100,98,547.780615569467,15543.646380507742,0.04500513744249503
OLAR,1500,100,95,4707.790075038794,235250.41517577952,0.6551534168965053
ELASTIC,1500,100,100,4905.111006562912,243091.27346489124,0.11600528602711574
FedAECS,1500,100,1,1181.8332907862782,1181.8332907862782,0.21224693610993128
MC²MKP,1500,100,98,475.9280027342622,14792.22203014662,0.04500513744249503
MEC,1500,100,98,332.07623151347457,17374.48887593324,0.04500513842981729
ECMTC,1500,100,98,475.9280027342622,14792.222030146622,0.04500513744249503
OLAR,1600,100,95,4707.790075038794,252131.21711106892,0.6551534168965053
ELASTIC,1600,100,100,4991.915838189495,245095.72396035912,0.10856487778195215
FedAECS,1600,100,1,3493.299209809941,3493.299209809941,0.5299901435073064
MC²MKP,1600,100,99,475.9280027342622,14042.580532708711,0.04500513744249503
MEC,1600,100,98,302.0631441946353,16919.41986878922,0.04500513842981729
ECMTC,1600,100,99,475.9280027342622,14042.580532708715,0.04500513744249503
OLAR,1700,100,96,4707.790075038794,250545.2926430291,0.6551534168965053
ELASTIC,1700,100,100,4972.5310261966515,266768.5582078724,0.8920449988896796
FedAECS,1700,100,1,1394.2503867466182,1394.2503867466182,0.24604110294159576
MC²MKP,1700,100,99,475.9280027342622,13363.576755146121,0.044994156298039385
MEC,1700,100,99,298.38948304784174,15399.159013089065,0.045003352253339964
ECMTC,1700,100,99,475.9280027342622,13363.576755146127,0.044994156298039385
OLAR,1800,100,96,4707.790075038794,247739.17054793512,0.6551534168965053
ELASTIC,1800,100,100,4962.6014167766,251415.74298369722,0.4445334214017899
FedAECS,1800,100,1,3178.547304835622,3178.547304835622,0.49221887159955185
MC²MKP,1800,100,99,475.9280027342622,12689.26012347693,0.044994156298039385
MEC,1800,100,99,294.1076176752516,14621.373601224443,0.044994157285361644
ECMTC,1800,100,99,475.9280027342622,12689.260123476932,0.044994156298039385
OLAR,1900,100,96,4758.176244432557,251596.54687523202,0.6551534168965053
ELASTIC,1900,100,100,4965.5830521415755,265202.37673183106,0.5393329128740686
FedAECS,1900,100,1,327.3995951220532,327.3995951220532,0.06344781945132329
MC²MKP,1900,100,99,475.9280027342622,12107.03918259236,0.044994156298039385
MEC,1900,100,98,287.677757795195,15274.5705109845,0.04500335324066222
ECMTC,1900,100,99,475.9280027342622,12107.039182592363,0.044994156298039385
OLAR,2000,100,97,4770.62033556476,256872.8387182897,0.6551534168965053
ELASTIC,2000,100,100,4976.82685832005,273639.67042469914,0.5890722095664048
FedAECS,2000,100,1,3870.8948510053397,3870.8948510053397,0.5734974658824236
MC²MKP,2000,100,99,475.9280027342622,11570.580886129805,0.044994156298039385
