
# Description of the Experiment:
#  - We generate the costs to up to 2000 tasks for 100 resources.
#  - All resources costs follow linear functions with RNG seeds starting at 100.
#  - Time costs were generated using uniformly distributed values ranging from 1 to 10.
#  - Energy costs were generated using uniformly distributed values ranging from 0.32 to 3.2.
#  - Accuracy costs were generated using uniformly distributed values ranging from 0.2 to 2.0 (then normalized).
#  - We schedule from 200 to 2000 tasks in increments of 200.
#  - We run adapted versions of OLAR; MC²MKP; ELASTIC; and FedAECS; and
#    MEC and ECMTC schedulers.
#  - We use no lower or upper task assignment limits for resources.
#  - Each sample is composed of 5 executions of the schedulers.
#  - We get 20 samples for each pair (scheduler; tasks)
#  - The order of execution of the different schedulers is randomly defined.
#    We set shuffle seed at 1000 and increase it every time we need a new order.
#  - Every result is logged to a CSV file.
Scheduler_Name,Num_Tasks,Num_Resources,Execution_Time
FedAECS,1000,100,1.2630820970080094
MC²MKP,1000,100,66.00999956000305
OLAR,1000,100,0.03134197699546348
OLAR,1000,100,0.03724996499659028
ELASTIC,1000,100,0.029776504001347348
MEC,1000,100,108.93921586799843
FedAECS,1000,100,1.2510000979964389
ECMTC,1000,100,200.39031345999683
MC²MKP,1000,100,65.10122047299228
OLAR,1000,100,0.030362202000105754
ELASTIC,1000,100,0.027490352003951557
ECMTC,1000,100,200.5375607570022
MC²MKP,1000,100,65.08271268800308
FedAECS,1000,100,1.2412723489978816
MEC,1000,100,108.69863625400467
FedAECS,1000,100,1.232623556003091
MEC,1000,100,108.9409042949992
ECMTC,1000,100,202.03178369200032
ELASTIC,1000,100,0.026573753988486715
MC²MKP,1000,100,65.40896752499975
OLAR,1000,100,0.033855718007544056
FedAECS,1000,100,1.2322326049907133
ELASTIC,1000,100,0.026985871998476796
MC²MKP,1000,100,64.94075377199624
OLAR,1000,100,0.031440275997738354
MEC,1000,100,107.95783365999523
ECMTC,1000,100,199.13280148799822
FedAECS,1000,100,1.2481086570041953
MEC,1000,100,108.12264106899966
OLAR,1000,100,0.031507380001130514
MC²MKP,1000,100,64.93339039100101
ECMTC,1000,100,200.08003433299018
ELASTIC,1000,100,0.026803191009094007
MC²MKP,1000,100,64.92302768000809
ELASTIC,1000,100,0.02634420999675058
ECMTC,1000,100,200.39932663799846
OLAR,1000,100,0.03043366500060074
MEC,1000,100,108.0504836809996
FedAECS,1000,100,1.2336095920036314
FedAECS,1000,100,1.2477629539935151
OLAR,1000,100,0.030884132997016422
MEC,1000,100,109.02829218401166
ELASTIC,1000,100,0.02754325901332777
ECMTC,1000,100,201.35047421700438
MC²MKP,1000,100,65.55811327799165
OLAR,1000,100,0.03096038699732162
MEC,1000,100,109.02175782999257
MC²MKP,1000,100,65.59031377799693
ELASTIC,1000,100,0.02674218600441236
ECMTC,1000,100,201.43520225900284
FedAECS,1000,100,1.2778600769961486
MC²MKP,1000,100,65.69425496199983
OLAR,1000,100,0.03153798999846913
